"n_sim","sample_size","Coverage","Tau_SC_mean","Tau_SC_bias","Tau_SC_MSE","MC_SD","Mean_SE","Mean_Var"
100,1000,0.87,1.63296863767542,0.132708789936957,0.0321476653840059,0.122802657381223,0.136443817961709,0.0188293270767839
200,1000,0.825,1.64258655685563,0.143527177594096,0.0370136414454134,0.129866552083696,0.135369360321756,0.0185090948276868
500,1000,0.798,1.65770022896975,0.157282667684502,0.0420655445971874,0.133362644033165,0.135719456945113,0.0185965434247942
