"sample_size","Coverage","Tau_SC_mean","Tau_SC_bias","Tau_SC_MSE","MC_SD","Mean_SE","Mean_Var"
1000,0.935,1.49510077339302,-0.0039586058685181,0.0202081349118153,0.144209480622409,0.142509737634485,0.0204747140275811
2000,0.92,1.50308566624402,0.0028889330651877,0.0112636220042205,0.107632000448074,0.101126045533119,0.0102710079729669
5000,0.965,1.49862443577894,-0.000726124435522141,0.0041020109604665,0.0644452334637639,0.0639119866335063,0.00409034916552647
