"sample_size","Coverage","Tau_SC_mean","Tau_SC_bias","Tau_SC_MSE","MC_SD","Mean_SE","Mean_Var"
1000,0.95,1.44274082229675,-0.0563185569647861,0.0327619350361499,0.174540679487394,0.17753712488846,0.0326318522224222
2000,0.965,1.44618063727183,-0.0540160959070097,0.0164100928895174,0.116975777495452,0.124059518970045,0.0155652344132196
5000,0.91,1.44989424337407,-0.0494563168403936,0.00878180853541626,0.0801036199368933,0.0767925014277987,0.00591542829718595
