"sample_size","Coverage","Tau_SC_mean","Tau_SC_bias","Tau_SC_MSE","MC_SD","Mean_SE","Mean_Var"
1000,0.78,0.228658462379262,-0.0716092426412949,0.00986917353218972,0.0694849742606373,0.067256422010988,0.00468442219585975
2000,0.62,0.229630521516997,-0.0706599064677688,0.00770885290872249,0.0521487209114486,0.0476327080460647,0.00230765410554798
5000,0.335,0.227745774513158,-0.0724287594528635,0.00603578304108878,0.0281615276846755,0.0295451500147888,0.0008799946629706
