"sample_size","Coverage","Tau_SC_mean","Tau_SC_bias","Tau_SC_MSE","MC_SD","Mean_SE","Mean_Var"
1000,0.25,0.426603446067603,0.126335741047047,0.0181608073329292,0.0476128495394958,0.0486848907966683,0.0023883822983748
2000,0.035,0.427366863276583,0.127076435291817,0.0172765491397342,0.0338515156930672,0.0343246503647243,0.00118268867858007
5000,0,0.426530749629144,0.126356215663122,0.0164190964575708,0.0215635962773189,0.021464649101612,0.000461356443724999
